# RESULTS FOR MEASUREMENTS
# MEAS GAMMA    NODE    MEASVALUE    MEASERROR   EXPR   AUTHOR      YR   TITLE 
# ---- ------- -------  -----------  ----------  ------ ----------- ---  --------------------------------------------------------------------------------------------------
%  140  155         0.0987870234
%  140  156         0.1452248432
%  141  142        54.3986322561
%  141  143        39.1814558481
%  141  144         8.5478855825
%  141  145         3.1926249910
%  141  146         8.2933345351
%  141  147         6.4699467741
%  141  153         1.1102136375
%  141  154         0.9611490723
%  141  155         0.2461411533
%  141  156         0.3618472262
%  142  143        17.8882131727
%  142  144         3.5550883966
%  142  145         9.4572787237
%  142  146         3.4492199375
%  142  147         2.6908681078
%  142  153         0.4617408109
%  142  154         0.3997444609
%  142  155         0.1023707617
%  142  156         0.1504932258
%  143  144         4.3786771614
%  143  145         9.0126720951
%  143  146         4.2482827092
%  143  147         3.3142474711
%  143  153         0.5687098934
%  143  154         0.4923511728
%  143  155         0.1260864615
%  143  156         0.1853572056
%  144  145         1.0825006999
%  144  146         1.6265115472
%  144  147         1.2755241338
%  144  153         0.4061519645
%  144  154         0.3516193376
%  144  155         0.0900463745
%  144  156         0.1323753887
%  145  146         1.0502644604
%  145  147         0.8193513874
%  145  153         0.1405969965
%  145  154         0.1217195216
%  145  155         0.0311712140
%  145  156         0.0458241833
%  146  147         1.2311165184
%  146  153         0.2112540328
%  146  154         0.1828896807
%  146  155         0.0468363111
%  146  156         0.0688531317
%  147  153         0.1737506071
%  147  154         0.1504217109
%  147  155         0.0385215722
%  147  156         0.0566297991
%  150  151        17.4994437788
%  150  152         4.9482416746
%  150  157        -5.3460022468
%  151  152         8.0260853465
%  151  157         3.5050738222
%  152  157        -0.8312818559
%  153  154         5.5767082778
%  153  155         1.4281420509
%  153  156         2.0994832955
%  154  155         1.2363903315
%  154  156         1.8175928970
%  155  156         0.4654682867
